"Feature.ID","row.m.z","row.retention.time","peaks","ADULT_1","ADULT_2","Adult_ave","NEONATE_1","NEONATE_2","Neonate_ave","Overall_ave","fold_change","X","match"
"1781.7999:7.7",1781.799896,7.7384,4,6700000,7e+06,6900000,4400000,4300000,4400000,5600000,"0.7",NA,"ADULT_red_2_0"
"941.3493:8",941.3493195,8.007758333,4,3900000,4500000,4200000,7900000,6100000,7e+06,5600000,"-0.7",NA,"NEONATE_red_2_1;NEONATE_red_1_0;ADULT_red_1_0;ADULT_red_2_1"
"539.0711:1.9",539.0710678,1.890154167,4,2200000,4e+06,3100000,7700000,8500000,8100000,5600000,"-1.4",NA,""
"507.2006:15.8",507.2005768,15.76190833,4,1100000,2600000,1900000,9200000,9400000,9300000,5600000,"-2.3",NA,""
"480.0342:1.2",480.034153,1.2055625,4,2900000,4800000,3900000,1.3e+07,1400000,7200000,5500000,"-0.9",NA,""
"653.2813:20.6",653.2813339,20.56866667,4,5600000,5100000,5400000,4300000,7e+06,5700000,5500000,"-0.1",NA,""
"3807.6718:14.7",3807.671783,14.66758333,4,8800000,9100000,9e+06,2e+06,1900000,2e+06,5500000,"2.2",NA,"NEONATE_red_2_9;NEONATE_red_1_8;NEONATE_red_2_10;ADULT_red_1_5;ADULT_red_1_4;ADULT_red_2_8;ADULT_red_2_7"
"715.256:20.5",715.2560043,20.53970833,4,4200000,8e+06,6100000,2800000,6300000,4600000,5300000,"0.4",NA,""
"544.0846:2",544.0845795,1.9631625,4,8600000,6400000,7500000,4600000,1700000,3200000,5300000,"1.3",NA,""
"513.2177:15.7",513.2177213,15.71833333,2,410000,940000,680000,5800000,1.4e+07,9900000,5300000,"-3.9",NA,""
"9525.3098:24.1",9525.309774,24.12370833,2,3800000,240000,2e+06,1e+07,7100000,8600000,5300000,"-2.1",NA,"NEONATE_red_1_147"
"565.2363:7.7",565.2362671,7.697408333,4,3100000,8e+06,5600000,6500000,2700000,4600000,5100000,"0.3",NA,""
"788.1283:1.2",788.1282959,1.244104167,4,3300000,2300000,2800000,3300000,1.1e+07,7200000,5e+06,"-1.4",NA,""
"8276.7225:31.2",8276.722514,31.23729167,2,150000,160000,160000,1.5e+07,4200000,9600000,4900000,"-6.0",NA,"NEONATE_red_1_464;NEONATE_red_1_448;NEONATE_red_1_450;NEONATE_red_1_451;NEONATE_red_2_478;NEONATE_red_1_460;NEONATE_red_2_464;NEONATE_red_2_477;NEONATE_red_1_466;NEONATE_red_1_454"
"14856.5863:29.4",14856.5863,29.423875,2,3400000,1.1e+07,7200000,1900000,3200000,2600000,4900000,"1.5",NA,"ADULT_red_2_517;ADULT_red_1_479;ADULT_red_2_515"
"1334.498:17.5",1334.498032,17.49145833,4,6100000,4300000,5200000,4800000,4300000,4600000,4900000,"0.2",NA,""
"452.0798:1.4",452.0797744,1.400145833,2,3900000,3100000,3500000,4500000,7800000,6200000,4800000,"-0.8",NA,""
"1096.396:15",1096.395996,15.02930833,4,6800000,2200000,4500000,5300000,4900000,5100000,4800000,"-0.2",NA,""
"562.026:2.3",562.0259705,2.272541667,4,9900000,4600000,7300000,1100000,3300000,2200000,4700000,"1.7",NA,""
"8356.6338:34.1",8356.633789,34.08404167,4,3e+06,1.1e+07,7e+06,1600000,3100000,2400000,4700000,"1.6",NA,""
"951.3764:16",951.3764114,15.989475,4,3700000,3800000,3800000,3500000,7500000,5500000,4600000,"-0.6",NA,""
"6320.9667:29.4",6320.966675,29.4145,4,5800000,8e+06,6900000,3100000,1500000,2300000,4600000,"1.6",NA,"NEONATE_red_2_425;NEONATE_red_1_414;ADULT_red_2_514;ADULT_red_1_480;ADULT_red_2_516"
"8203.659:36.9",8203.659012,36.86858333,2,350000,150000,250000,3800000,1.4e+07,8900000,4600000,"-5.2",NA,"NEONATE_red_1_470;NEONATE_red_1_585;NEONATE_red_2_766;NEONATE_red_1_598;NEONATE_red_1_607;NEONATE_red_1_613;NEONATE_red_2_667;NEONATE_red_1_605;NEONATE_red_1_533;NEONATE_red_1_624;NEONATE_red_1_549;NEONATE_red_1_770;NEONATE_red_2_829;NEONATE_red_2_651;NEONATE_red_2_794;NEONATE_red_1_525;NEONATE_red_1_589;NEONATE_red_1_724;NEONATE_red_1_574;NEONATE_red_1_615;NEONATE_red_2_815;NEONATE_red_2_618;NEONATE_red_1_606;NEONATE_red_1_631;NEONATE_red_1_642;NEONATE_red_1_614;NEONATE_red_2_614;NEONATE_red_1_622;NEONATE_red_2_684;NEONATE_red_1_604;NEONATE_red_2_701;NEONATE_red_2_730;NEONATE_red_1_540;NEONATE_red_1_597;NEONATE_red_1_714;NEONATE_red_1_783;NEONATE_red_2_610;NEONATE_red_2_700;NEONATE_red_2_752;NEONATE_red_2_892;NEONATE_red_2_819;NEONATE_red_1_649;NEONATE_red_1_749;NEONATE_red_1_767;NEONATE_red_1_796;NEONATE_red_2_705;NEONATE_red_2_736;NEONATE_red_1_690;NEONATE_red_2_558;NEONATE_red_2_638;NEONATE_red_1_726;NEONATE_red_2_757;NEONATE_red_1_599;NEONATE_red_1_680;NEONATE_red_1_764;NEONATE_red_2_567;NEONATE_red_2_628;NEONATE_red_1_731;NEONATE_red_1_817;NEONATE_red_1_529;NEONATE_red_1_539;NEONATE_red_1_475;NEONATE_red_2_484;NEONATE_red_2_696;NEONATE_red_1_771;NEONATE_red_1_797;NEONATE_red_1_819;NEONATE_red_2_626;NEONATE_red_2_828;NEONATE_red_1_712;NEONATE_red_1_745;NEONATE_red_1_759;NEONATE_red_2_760;NEONATE_red_2_562;NEONATE_red_1_728;NEONATE_red_1_736;NEONATE_red_1_795;NEONATE_red_2_674;NEONATE_red_2_743;NEONATE_red_1_678;NEONATE_red_2_622;NEONATE_red_1_651;NEONATE_red_2_552;ADULT_red_2_700;NEONATE_red_2_764;NEONATE_red_1_546;NEONATE_red_1_562;NEONATE_red_1_661;NEONATE_red_2_746;NEONATE_red_2_649;NEONATE_red_2_656;NEONATE_red_2_670;NEONATE_red_2_774;NEONATE_red_1_681;NEONATE_red_2_726;NEONATE_red_1_755;NEONATE_red_1_765;NEONATE_red_2_453;NEONATE_red_2_549;NEONATE_red_2_676;NEONATE_red_2_683;NEONATE_red_2_557;NEONATE_red_1_491;NEONATE_red_1_735;NEONATE_red_1_757;NEONATE_red_2_808;NEONATE_red_1_587;NEONATE_red_1_648;NEONATE_red_1_789;NEONATE_red_1_794;NEONATE_red_2_636;NEONATE_red_2_692;NEONATE_red_2_702;NEONATE_red_1_744;NEONATE_red_2_811;NEONATE_red_1_477;NEONATE_red_2_681;NEONATE_red_1_674;NEONATE_red_2_639;NEONATE_red_2_846;NEONATE_red_2_624;NEONATE_red_1_444;NEONATE_red_1_547;NEONATE_red_1_640;NEONATE_red_1_704;NEONATE_red_2_739;NEONATE_red_1_487;NEONATE_red_1_682;NEONATE_red_1_697;NEONATE_red_2_894;NEONATE_red_2_717;NEONATE_red_2_663;NEONATE_red_2_820;NEONATE_red_1_493;NEONATE_red_1_778;NEONATE_red_2_669;NEONATE_red_2_805;NEONATE_red_2_810;NEONATE_red_1_788;NEONATE_red_2_765;NEONATE_red_2_776;NEONATE_red_2_791;NEONATE_red_2_812;NEONATE_red_2_572;NEONATE_red_2_773;NEONATE_red_2_793;NEONATE_red_1_741;NEONATE_red_1_769;NEONATE_red_1_798;NEONATE_red_1_484;NEONATE_red_1_498;NEONATE_red_1_716;NEONATE_red_1_760;NEONATE_red_1_774;NEONATE_red_2_653;NEONATE_red_2_806;NEONATE_red_2_816;NEONATE_red_2_852;NEONATE_red_2_456;NEONATE_red_2_756;NEONATE_red_2_770;NEONATE_red_1_482;NEONATE_red_1_718;NEONATE_red_1_790;NEONATE_red_1_502;NEONATE_red_1_739;NEONATE_red_1_494;NEONATE_red_2_745;NEONATE_red_1_469;NEONATE_red_1_753;NEONATE_red_2_673;NEONATE_red_2_728;ADULT_red_1_593;ADULT_red_2_645;NEONATE_red_2_767;NEONATE_red_1_488;NEONATE_red_2_790;NEONATE_red_1_689;NEONATE_red_1_768;NEONATE_red_2_778;NEONATE_red_2_560;NEONATE_red_2_514;NEONATE_red_1_671;NEONATE_red_1_705;NEONATE_red_1_785;NEONATE_red_2_807;NEONATE_red_2_809;NEONATE_red_2_859;NEONATE_red_2_898;NEONATE_red_2_901;NEONATE_red_2_605;NEONATE_red_2_720;NEONATE_red_1_485;NEONATE_red_1_666;NEONATE_red_1_677;NEONATE_red_1_763;NEONATE_red_1_802;NEONATE_red_2_519;NEONATE_red_2_718;NEONATE_red_2_742;NEONATE_red_2_753;NEONATE_red_2_887;NEONATE_red_1_503;NEONATE_red_2_598;ADULT_red_1_609;NEONATE_red_2_744;NEONATE_red_2_695;ADULT_red_2_639;NEONATE_red_1_782;NEONATE_red_1_791;NEONATE_red_2_772;NEONATE_red_2_840;NEONATE_red_2_855;NEONATE_red_1_472;NEONATE_red_2_513;NEONATE_red_2_801;NEONATE_red_2_499;NEONATE_red_2_511;NEONATE_red_2_781;NEONATE_red_2_797;NEONATE_red_2_508;NEONATE_red_2_509;NEONATE_red_1_441;NEONATE_red_1_474;NEONATE_red_1_501;NEONATE_red_1_777;NEONATE_red_2_451;NEONATE_red_2_496;NEONATE_red_2_732;NEONATE_red_2_737;NEONATE_red_2_799;ADULT_red_2_637;ADULT_red_1_603;NEONATE_red_2_734;ADULT_red_1_611;NEONATE_red_2_452;NEONATE_red_2_486;NEONATE_red_2_498;NEONATE_red_2_833;ADULT_red_1_641;ADULT_red_2_644;NEONATE_red_2_800;ADULT_red_1_598;NEONATE_red_1_443;NEONATE_red_1_692;NEONATE_red_2_510;NEONATE_red_2_880;NEONATE_red_2_497;ADULT_red_1_594;ADULT_red_1_606;NEONATE_red_2_817;NEONATE_red_1_821;NEONATE_red_2_482;NEONATE_red_2_520;NEONATE_red_2_761;NEONATE_red_2_844;NEONATE_red_2_849;NEONATE_red_1_523;NEONATE_red_2_521;ADULT_red_1_607;ADULT_red_2_650;ADULT_red_2_648;NEONATE_red_2_526;NEONATE_red_2_830;NEONATE_red_1_815;NEONATE_red_2_710;NEONATE_red_2_836;NEONATE_red_2_847;NEONATE_red_2_893;ADULT_red_1_605;NEONATE_red_2_487;NEONATE_red_2_522;ADULT_red_2_683;NEONATE_red_2_834;ADULT_red_2_651;NEONATE_red_1_799;NEONATE_red_2_489;ADULT_red_2_649;NEONATE_red_2_457;NEONATE_red_2_475;NEONATE_red_2_786;ADULT_red_2_652;NEONATE_red_2_516;ADULT_red_2_640;ADULT_red_2_641;ADULT_red_1_612;ADULT_red_1_600;ADULT_red_1_596;NEONATE_red_2_886;NEONATE_red_1_756;NEONATE_red_2_854;NEONATE_red_2_878;NEONATE_red_1_333;NEONATE_red_2_843;NEONATE_red_1_357;NEONATE_red_2_368;NEONATE_red_1_361;NEONATE_red_1_347;NEONATE_red_1_350;NEONATE_red_2_357;NEONATE_red_1_369;NEONATE_red_1_354;NEONATE_red_2_353;NEONATE_red_2_387"
"8186.6489:32.1",8186.648881,32.13079167,2,1300000,1400000,1400000,9800000,5700000,7800000,4600000,"-2.5",NA,"NEONATE_red_2_492;NEONATE_red_2_494;NEONATE_red_2_491;NEONATE_red_1_476;ADULT_red_1_589;NEONATE_red_2_493"
"2216.9876:26.9",2216.98764,26.94720833,2,4500000,8800000,6700000,1100000,3700000,2400000,4500000,"1.5",NA,"NEONATE_red_2_672;NEONATE_red_2_679;NEONATE_red_1_647"
"721.2641:2.6",721.2640839,2.620570833,4,4300000,3700000,4e+06,6700000,3400000,5100000,4500000,"-0.3",NA,"NEONATE_red_2_0"
"8247.6315:28.3",8247.63147,28.29604167,4,6800000,9800000,8300000,730000,750000,740000,4500000,"3.5",NA,"ADULT_red_1_718;ADULT_red_2_928;ADULT_red_1_813;NEONATE_red_2_371;ADULT_red_1_435;ADULT_red_1_566;ADULT_red_1_700;NEONATE_red_1_402;ADULT_red_2_888;ADULT_red_1_413;ADULT_red_1_548;ADULT_red_1_558;NEONATE_red_1_339;NEONATE_red_1_337;ADULT_red_1_430;NEONATE_red_2_393;ADULT_red_1_521;ADULT_red_1_648;ADULT_red_1_836;ADULT_red_2_797;NEONATE_red_1_381;ADULT_red_1_796;ADULT_red_2_760;ADULT_red_1_570;NEONATE_red_2_408;NEONATE_red_1_363;ADULT_red_1_349;ADULT_red_1_423;ADULT_red_1_692;ADULT_red_1_721;ADULT_red_2_569;NEONATE_red_1_385;ADULT_red_2_449;ADULT_red_2_777;ADULT_red_1_420;ADULT_red_1_833;ADULT_red_2_692;ADULT_red_1_453;NEONATE_red_1_352;ADULT_red_1_411;NEONATE_red_2_346;ADULT_red_1_429;NEONATE_red_1_340;NEONATE_red_2_347;NEONATE_red_2_348;NEONATE_red_2_349;NEONATE_red_2_350;NEONATE_red_2_351;ADULT_red_1_468;ADULT_red_2_771;ADULT_red_1_491;NEONATE_red_1_342;ADULT_red_2_400;ADULT_red_2_526;ADULT_red_1_514;ADULT_red_2_739;ADULT_red_2_381;ADULT_red_2_840;NEONATE_red_2_404;ADULT_red_1_527;ADULT_red_1_575;ADULT_red_1_779;NEONATE_red_1_345;NEONATE_red_1_346;NEONATE_red_1_348;ADULT_red_2_524;ADULT_red_1_366;ADULT_red_2_455;ADULT_red_2_561;ADULT_red_2_616;ADULT_red_1_414;ADULT_red_2_619;NEONATE_red_2_339;ADULT_red_1_348;ADULT_red_1_408;ADULT_red_1_569;ADULT_red_2_537;ADULT_red_2_614;ADULT_red_2_709;ADULT_red_2_826;ADULT_red_2_691;ADULT_red_2_780;NEONATE_red_1_341;ADULT_red_2_398;ADULT_red_1_358;ADULT_red_1_359;ADULT_red_1_367;ADULT_red_1_445;ADULT_red_2_389;ADULT_red_2_828;NEONATE_red_2_364;ADULT_red_2_396;ADULT_red_2_542;ADULT_red_1_863;ADULT_red_2_465;ADULT_red_1_404;ADULT_red_1_728;ADULT_red_1_753;ADULT_red_2_384;ADULT_red_2_385;ADULT_red_2_386;ADULT_red_2_391;ADULT_red_2_392;ADULT_red_2_563;ADULT_red_2_574;ADULT_red_2_393;ADULT_red_1_520;ADULT_red_2_378;ADULT_red_2_562;ADULT_red_1_369;ADULT_red_1_361;ADULT_red_2_397;NEONATE_red_1_349;ADULT_red_1_866;ADULT_red_2_390;ADULT_red_2_550;ADULT_red_2_831;ADULT_red_2_962;NEONATE_red_2_356;ADULT_red_1_452;ADULT_red_1_472;ADULT_red_1_583;ADULT_red_1_809;ADULT_red_1_912;ADULT_red_2_835;NEONATE_red_1_355;ADULT_red_2_488;ADULT_red_2_571;ADULT_red_1_368;ADULT_red_1_354;NEONATE_red_2_358;ADULT_red_1_351;NEONATE_red_2_341;ADULT_red_1_442;ADULT_red_2_495;ADULT_red_2_577;ADULT_red_1_352;ADULT_red_2_382;ADULT_red_2_383;ADULT_red_2_404;ADULT_red_2_405;ADULT_red_2_491;NEONATE_red_2_403;ADULT_red_1_456;ADULT_red_1_487;ADULT_red_1_712;ADULT_red_1_897;ADULT_red_2_485;ADULT_red_2_628;ADULT_red_2_702;ADULT_red_2_795;ADULT_red_2_935;ADULT_red_1_823;ADULT_red_2_627;ADULT_red_2_804;ADULT_red_1_531;ADULT_red_2_505;ADULT_red_1_571;ADULT_red_1_876;ADULT_red_2_444;ADULT_red_2_525;ADULT_red_1_519;ADULT_red_1_556;ADULT_red_1_562;ADULT_red_1_774;ADULT_red_2_441;ADULT_red_2_875;ADULT_red_2_1068;ADULT_red_1_551;ADULT_red_1_355;ADULT_red_2_606;NEONATE_red_2_362;ADULT_red_1_353;ADULT_red_2_440;ADULT_red_1_469;ADULT_red_1_586;ADULT_red_1_688;ADULT_red_1_875;ADULT_red_2_530;ADULT_red_2_969;ADULT_red_2_812;ADULT_red_2_587;ADULT_red_2_553;ADULT_red_2_594;NEONATE_red_2_345;ADULT_red_1_500;ADULT_red_1_542;ADULT_red_2_860;ADULT_red_1_816;ADULT_red_2_566;ADULT_red_2_914;ADULT_red_2_949;ADULT_red_1_381;ADULT_red_2_379;ADULT_red_2_845;ADULT_red_2_424;ADULT_red_2_602;ADULT_red_1_522;NEONATE_red_2_355;ADULT_red_1_810;ADULT_red_2_575;ADULT_red_2_996;ADULT_red_2_467;ADULT_red_2_682;ADULT_red_1_459;ADULT_red_1_513;ADULT_red_1_496;ADULT_red_1_740;ADULT_red_1_844;ADULT_red_2_822;ADULT_red_2_965;ADULT_red_2_487;ADULT_red_2_883;ADULT_red_2_936;ADULT_red_2_380;ADULT_red_1_579;ADULT_red_2_581;ADULT_red_1_564;ADULT_red_1_750;ADULT_red_1_652;ADULT_red_1_733;ADULT_red_1_746;ADULT_red_2_837;ADULT_red_2_862;ADULT_red_2_980;ADULT_red_2_1079;ADULT_red_1_406;ADULT_red_2_466;ADULT_red_2_590;ADULT_red_2_657;ADULT_red_2_586;ADULT_red_2_977;ADULT_red_2_988;ADULT_red_1_546;ADULT_red_1_620;ADULT_red_1_880;ADULT_red_1_841;ADULT_red_1_888;ADULT_red_2_625;ADULT_red_2_600;ADULT_red_2_847;ADULT_red_2_1002;ADULT_red_1_462;ADULT_red_2_481;ADULT_red_1_577;ADULT_red_1_477;ADULT_red_1_582;ADULT_red_1_881"
"8672.7693:28.2",8672.769287,28.23233333,4,2700000,8e+06,5400000,1700000,5600000,3700000,4500000,"0.6",NA,"NEONATE_red_1_276;NEONATE_red_1_310;NEONATE_red_1_380;NEONATE_red_1_386;NEONATE_red_2_411;NEONATE_red_2_420;ADULT_red_1_260;NEONATE_red_2_401;NEONATE_red_1_274;NEONATE_red_2_271;NEONATE_red_1_314;NEONATE_red_1_377;ADULT_red_1_656;ADULT_red_1_432;ADULT_red_1_287;ADULT_red_1_464;NEONATE_red_1_365;NEONATE_red_2_405;NEONATE_red_2_412;ADULT_red_1_397;ADULT_red_1_415;ADULT_red_2_407;NEONATE_red_1_303;NEONATE_red_2_377;ADULT_red_1_584;NEONATE_red_2_300;NEONATE_red_1_267;NEONATE_red_2_374;ADULT_red_2_664;ADULT_red_2_402;ADULT_red_1_438;NEONATE_red_2_276;ADULT_red_2_415;NEONATE_red_1_282;NEONATE_red_2_283;NEONATE_red_2_384;ADULT_red_1_433;ADULT_red_1_560;ADULT_red_2_426;ADULT_red_2_536;ADULT_red_1_386;ADULT_red_1_440;ADULT_red_1_726;NEONATE_red_1_332;NEONATE_red_1_362;NEONATE_red_1_295;NEONATE_red_2_422;NEONATE_red_2_446;ADULT_red_1_552;ADULT_red_1_572;ADULT_red_1_804;ADULT_red_2_866;ADULT_red_2_548;ADULT_red_2_328;NEONATE_red_1_325;NEONATE_red_2_333;ADULT_red_1_643;NEONATE_red_2_314;ADULT_red_2_394;NEONATE_red_2_323;NEONATE_red_2_407;ADULT_red_1_524;ADULT_red_2_573;ADULT_red_1_344;ADULT_red_2_527;ADULT_red_1_383;ADULT_red_2_342;ADULT_red_1_309;ADULT_red_1_325;ADULT_red_1_332;ADULT_red_1_633;ADULT_red_1_815;ADULT_red_2_401;ADULT_red_2_484;ADULT_red_2_507;ADULT_red_2_775;ADULT_red_2_395;ADULT_red_2_442;ADULT_red_2_348;NEONATE_red_1_260;NEONATE_red_1_358;ADULT_red_1_323;NEONATE_red_2_326;NEONATE_red_2_313;ADULT_red_1_902;ADULT_red_2_293;ADULT_red_2_556;ADULT_red_2_326;ADULT_red_2_503;NEONATE_red_2_322;ADULT_red_1_509;ADULT_red_1_533;ADULT_red_2_438;ADULT_red_2_604;NEONATE_red_2_312;ADULT_red_1_324;NEONATE_red_2_337;ADULT_red_2_353;ADULT_red_1_316;ADULT_red_2_572;ADULT_red_1_391;ADULT_red_2_369;ADULT_red_2_543;ADULT_red_2_549;ADULT_red_2_939;ADULT_red_1_301;ADULT_red_2_341;ADULT_red_2_474;ADULT_red_2_555;NEONATE_red_2_366;ADULT_red_2_373;ADULT_red_2_445;ADULT_red_2_584;NEONATE_red_1_331;ADULT_red_1_510;ADULT_red_1_534;NEONATE_red_1_328;ADULT_red_1_371;ADULT_red_1_338;NEONATE_red_1_447;ADULT_red_1_335;ADULT_red_1_808;ADULT_red_2_564;ADULT_red_2_428;ADULT_red_1_458;ADULT_red_1_341;ADULT_red_1_800;ADULT_red_1_837;ADULT_red_2_902;ADULT_red_2_356;ADULT_red_1_365;ADULT_red_1_578;ADULT_red_2_801;ADULT_red_1_350;ADULT_red_2_327;ADULT_red_2_529;ADULT_red_2_766;ADULT_red_2_583;ADULT_red_1_306;NEONATE_red_1_398;ADULT_red_2_456;NEONATE_red_1_404;NEONATE_red_2_476;ADULT_red_2_493;NEONATE_red_2_343;ADULT_red_1_707;ADULT_red_2_387;ADULT_red_2_654;ADULT_red_2_927;ADULT_red_2_1065;ADULT_red_2_372;NEONATE_red_1_445;ADULT_red_1_492;ADULT_red_1_563;ADULT_red_1_825;ADULT_red_2_895;ADULT_red_1_792;ADULT_red_1_882"
"636.0352:1.4",636.0352198,1.380783333,2,8600000,2400000,5500000,1900000,5e+06,3500000,4500000,"0.7",NA,""
"9828.4751:26.8",9828.475098,26.79908333,2,1200000,1.1e+07,6100000,5200000,470000,2800000,4500000,"1.1",NA,"NEONATE_red_1_249;NEONATE_red_2_274;ADULT_red_1_342;NEONATE_red_1_253;ADULT_red_1_853;ADULT_red_2_504;NEONATE_red_2_285;NEONATE_red_1_272;ADULT_red_1_274;ADULT_red_2_482;NEONATE_red_1_280;NEONATE_red_1_257;NEONATE_red_1_271;NEONATE_red_1_259;ADULT_red_1_490;ADULT_red_2_551;ADULT_red_2_570;NEONATE_red_1_275;ADULT_red_1_574;ADULT_red_2_629;NEONATE_red_1_330;ADULT_red_1_303;ADULT_red_2_308;ADULT_red_1_498;NEONATE_red_2_288;NEONATE_red_1_269;ADULT_red_2_531;ADULT_red_1_286;ADULT_red_2_437;NEONATE_red_2_292;ADULT_red_1_302;ADULT_red_1_298;ADULT_red_2_323;ADULT_red_1_580;ADULT_red_2_479;ADULT_red_2_508;ADULT_red_1_282;ADULT_red_2_446;ADULT_red_1_299;ADULT_red_1_832;ADULT_red_2_408;NEONATE_red_2_286;ADULT_red_1_526;NEONATE_red_1_262;NEONATE_red_2_289;ADULT_red_1_515;ADULT_red_1_705;ADULT_red_2_376;ADULT_red_2_460;ADULT_red_1_289;ADULT_red_2_430;ADULT_red_2_521;ADULT_red_2_305;ADULT_red_2_311;NEONATE_red_2_287;ADULT_red_1_444;ADULT_red_2_489;ADULT_red_2_582;NEONATE_red_1_265;ADULT_red_2_480;ADULT_red_1_384;ADULT_red_1_561;ADULT_red_2_852;ADULT_red_1_290;ADULT_red_2_302;ADULT_red_2_320;ADULT_red_2_303;ADULT_red_2_545;ADULT_red_2_846;ADULT_red_2_601;NEONATE_red_2_279;ADULT_red_2_317;ADULT_red_2_611;ADULT_red_2_331;ADULT_red_2_603;ADULT_red_1_503;ADULT_red_2_334;NEONATE_red_2_304;ADULT_red_1_304;ADULT_red_1_535;ADULT_red_2_499;ADULT_red_2_318;NEONATE_red_2_303;ADULT_red_1_507;ADULT_red_2_593;ADULT_red_2_319;ADULT_red_1_738;ADULT_red_2_315;NEONATE_red_1_323;ADULT_red_1_653;ADULT_red_1_273;ADULT_red_2_805;ADULT_red_2_316;ADULT_red_1_311"
